worker_id,zone_risk_tier,current_month,lstm_forecast_score,aqi_7day_avg,platform_tenure_weeks,loyalty_weeks_paid,historical_disruption_rate,policy_tier,peer_claim_rate_zone,actual_premium
WK291511,2,3,0.895,92.16,21,11,0.507,Basic,0.151,81.24
WK956018,4,1,1.0,116.78,115,64,0.615,Basic,0.202,109.36
WK570663,2,1,0.948,93.65,37,13,0.448,Standard,0.146,179.29
WK433704,1,5,0.491,81.71,25,12,0.431,Basic,0.143,70.32
WK472097,1,10,0.605,91.4,120,84,0.44,Standard,0.094,51.19
WK890520,3,10,0.913,86.04,197,107,0.559,Premium,0.224,242.27
WK916719,2,8,0.805,83.74,171,120,0.527,Standard,0.197,166.43
WK519543,2,1,0.665,102.46,197,121,0.497,Basic,0.178,51.59
WK851671,3,2,1.0,107.46,164,134,0.508,Premium,0.226,208.54
WK487384,2,12,0.969,87.71,57,31,0.543,Standard,0.133,144.82
WK307183,1,4,0.33,84.18,10,3,0.411,Premium,0.07,239.44
WK522819,1,7,0.665,84.35,81,47,0.433,Standard,0.084,48.9
WK177269,5,11,1.0,109.35,8,2,0.712,Standard,0.268,293.41
WK608141,4,5,1.0,117.54,25,17,0.647,Standard,0.241,239.18
WK295030,5,1,1.0,106.72,177,110,0.714,Standard,0.32,208.34
WK530680,2,8,0.933,93.46,48,41,0.469,Standard,0.186,205.74
WK537206,1,1,0.38,76.39,176,129,0.376,Basic,0.094,49.73
WK696845,2,1,0.786,94.79,97,61,0.456,Standard,0.183,110.57
WK461499,4,10,1.0,116.62,66,51,0.612,Standard,0.227,246.08
WK873048,3,7,1.0,92.32,106,59,0.593,Standard,0.236,233.58
WK888000,4,11,1.0,110.58,67,33,0.641,Standard,0.258,246.85
WK519238,1,7,0.517,82.84,16,10,0.449,Basic,0.085,118.93
WK572844,2,11,0.837,93.61,175,148,0.502,Standard,0.139,102.1
WK227316,2,1,0.691,90.87,195,140,0.482,Standard,0.163,50.23
WK946703,3,4,1.0,104.14,4,2,0.499,Basic,0.204,49.01
WK309864,1,2,0.598,74.7,83,72,0.392,Basic,0.095,49.81
WK728611,3,5,1.0,101.34,125,95,0.605,Standard,0.184,180.55
WK130755,2,4,0.88,86.12,156,77,0.493,Standard,0.166,157.66
WK784061,3,10,1.0,110.65,146,102,0.544,Premium,0.174,224.01
WK859564,4,9,1.0,99.6,104,73,0.675,Basic,0.234,121.5
WK793459,4,4,1.0,116.0,118,89,0.571,Standard,0.291,194.35
WK866602,3,12,1.0,103.98,116,98,0.598,Premium,0.246,211.52
WK117493,3,10,0.943,97.32,99,59,0.537,Standard,0.213,185.44
WK766441,1,5,0.623,86.6,112,102,0.425,Basic,0.079,57.84
WK742669,2,12,0.828,102.56,173,149,0.567,Premium,0.122,52.43
WK502385,2,8,0.93,96.43,177,105,0.462,Standard,0.13,220.37
WK111908,4,6,1.0,100.06,87,42,0.677,Basic,0.223,154.86
WK291523,1,8,0.585,82.78,47,25,0.433,Standard,0.063,190.75
WK608013,3,11,0.943,105.01,44,25,0.532,Standard,0.151,52.34
WK373698,1,4,0.33,84.57,182,99,0.445,Basic,0.079,47.98
WK695994,1,3,0.353,83.42,110,65,0.422,Basic,0.107,50.29
WK998951,3,10,1.0,100.8,105,77,0.564,Basic,0.152,88.69
WK189312,5,2,1.0,111.07,181,108,0.73,Standard,0.327,241.97
WK102913,5,9,1.0,79.71,32,14,0.765,Standard,0.256,457.75
WK651752,1,11,0.351,75.98,154,139,0.391,Premium,0.119,110.06
WK260364,4,10,1.0,105.65,8,4,0.662,Standard,0.22,229.62
WK934040,1,10,0.413,60.1,70,48,0.425,Basic,0.136,66.09
WK271302,4,11,1.0,125.64,74,54,0.639,Basic,0.256,101.28
WK605583,1,2,0.305,85.26,177,100,0.47,Premium,0.134,112.88
WK154347,1,10,0.59,75.32,10,4,0.496,Basic,0.067,76.2
WK277794,5,9,1.0,145.65,84,61,0.793,Basic,0.305,162.84
WK539399,3,11,1.0,103.27,76,46,0.525,Premium,0.243,223.61
WK253734,3,4,1.0,87.44,179,111,0.584,Standard,0.239,140.31
WK640683,1,1,0.452,72.57,146,120,0.417,Premium,0.147,132.84
WK299100,4,11,1.0,90.97,52,42,0.653,Premium,0.293,307.08
WK993160,3,10,1.0,84.11,20,13,0.523,Standard,0.176,242.29
WK738513,2,10,0.669,73.76,51,42,0.477,Premium,0.186,260.41
WK126919,3,10,1.0,97.91,194,117,0.546,Basic,0.157,98.04
WK912087,2,3,0.941,97.83,119,74,0.526,Premium,0.156,194.72
WK105387,4,6,1.0,116.84,134,104,0.579,Basic,0.283,151.33
WK893830,4,5,1.0,101.74,93,58,0.619,Standard,0.25,208.57
WK821484,2,1,0.966,93.22,57,45,0.462,Standard,0.105,111.89
WK828840,3,5,0.934,105.97,11,5,0.504,Standard,0.21,247.38
WK721899,2,10,0.624,97.49,75,65,0.506,Standard,0.197,155.28
WK301940,4,9,1.0,128.55,161,135,0.629,Basic,0.273,128.07
WK471214,5,9,1.0,106.0,124,94,0.798,Basic,0.318,169.8
WK878030,5,9,1.0,121.5,124,65,0.724,Premium,0.303,509.9
WK975736,1,8,0.33,90.26,28,15,0.442,Basic,0.116,105.14
WK749230,4,10,1.0,102.88,17,6,0.572,Premium,0.203,453.66
WK798776,3,5,1.0,100.62,112,90,0.544,Standard,0.22,150.41
WK961151,2,12,0.939,72.58,147,112,0.505,Premium,0.105,153.7
WK716386,1,7,0.481,75.73,111,74,0.396,Premium,0.102,221.01
WK434425,4,6,1.0,118.78,156,113,0.591,Basic,0.211,121.94
WK898112,4,8,1.0,86.48,188,127,0.661,Standard,0.254,268.96
WK943340,3,3,1.0,110.37,79,57,0.543,Premium,0.245,209.4
WK512778,1,12,0.424,69.26,92,76,0.449,Basic,0.061,47.85
WK489804,1,12,0.597,54.91,153,103,0.434,Premium,0.106,106.09
WK392239,1,2,0.663,91.0,54,30,0.506,Standard,0.102,116.68
WK113052,5,6,1.0,97.42,44,30,0.733,Premium,0.331,502.4
WK831711,1,7,0.309,78.56,28,19,0.465,Premium,0.145,341.49
WK558573,4,6,1.0,104.49,30,23,0.634,Premium,0.256,537.3
WK459185,4,1,1.0,124.82,150,76,0.608,Premium,0.259,193.5
WK299096,1,2,0.656,64.61,176,111,0.401,Standard,0.071,68.88
WK121668,1,3,0.499,81.35,143,114,0.479,Basic,0.063,49.05
WK981256,1,7,0.558,67.16,89,46,0.498,Standard,0.145,212.32
WK734513,1,8,0.681,65.71,109,85,0.333,Standard,0.108,136.06
WK143019,4,11,1.0,127.66,79,68,0.656,Basic,0.235,99.03
WK858000,3,9,1.0,108.58,4,1,0.532,Basic,0.181,153.56
WK309392,2,7,0.951,98.25,142,101,0.524,Basic,0.157,129.32
WK200923,2,3,0.954,84.62,195,116,0.546,Basic,0.141,60.77
WK688122,4,4,1.0,115.11,93,69,0.559,Basic,0.267,87.79
WK352674,2,11,0.858,80.7,59,39,0.479,Standard,0.194,122.91
WK788073,2,10,0.951,79.38,193,179,0.47,Standard,0.162,142.09
WK937519,3,6,1.0,101.84,139,107,0.578,Standard,0.235,184.56
WK729795,4,3,1.0,119.42,22,17,0.593,Premium,0.253,314.47
WK385880,4,11,1.0,131.21,84,42,0.66,Standard,0.293,171.08
WK861695,5,10,1.0,122.6,11,4,0.736,Premium,0.291,604.51
WK306240,4,5,1.0,125.45,168,99,0.69,Standard,0.293,177.38
WK882130,5,6,1.0,103.25,188,160,0.864,Premium,0.253,461.94
WK704586,4,12,1.0,119.47,187,101,0.639,Standard,0.258,134.84
WK528001,2,10,0.996,94.91,35,17,0.545,Basic,0.147,105.9
WK442587,3,2,0.977,107.53,12,3,0.58,Standard,0.199,198.23
WK114270,5,12,1.0,136.91,73,40,0.88,Standard,0.262,221.74
WK660590,3,11,1.0,111.75,199,119,0.619,Basic,0.173,78.29
WK952444,1,9,0.416,88.75,118,95,0.505,Basic,0.073,62.5
WK507121,3,10,1.0,110.95,145,126,0.557,Basic,0.197,79.36
WK952073,5,10,1.0,134.67,5,3,0.669,Basic,0.285,180.22
WK515036,2,4,0.87,100.67,22,11,0.533,Premium,0.138,47.54
WK235544,4,7,1.0,113.34,81,40,0.576,Standard,0.211,301.04
WK549770,5,9,1.0,104.05,169,101,0.734,Premium,0.345,413.67
WK716319,5,9,1.0,112.93,132,85,0.654,Basic,0.283,185.51
WK721139,1,2,0.61,60.58,189,167,0.368,Standard,0.1,75.97
WK348782,1,5,0.609,83.81,174,144,0.467,Premium,0.13,177.58
WK737859,4,7,1.0,102.02,54,28,0.576,Basic,0.239,210.36
WK904669,3,11,1.0,111.89,123,75,0.522,Basic,0.25,70.9
WK829928,2,1,0.751,92.5,75,62,0.526,Standard,0.123,103.77
WK702383,4,2,1.0,110.26,151,95,0.629,Standard,0.228,141.49
WK851417,3,9,1.0,85.87,30,24,0.6,Standard,0.23,47.75
WK585981,3,7,1.0,88.85,82,45,0.546,Basic,0.166,148.73
WK793723,2,4,0.883,87.47,29,14,0.44,Premium,0.157,259.98
WK719221,5,1,1.0,94.17,160,127,0.758,Premium,0.271,254.47
WK683885,1,2,0.488,86.54,56,40,0.509,Standard,0.085,85.73
WK336064,3,3,1.0,105.58,18,10,0.528,Standard,0.216,167.69
WK761254,1,1,0.403,76.15,163,108,0.381,Basic,0.059,50.93
WK467411,5,12,1.0,130.58,89,70,0.687,Basic,0.254,113.02
WK986327,1,1,0.631,67.29,142,109,0.384,Standard,0.145,81.14
WK525873,5,8,1.0,111.71,19,12,0.819,Basic,0.316,248.67
WK819143,2,1,0.94,91.55,145,87,0.453,Standard,0.112,120.01
WK619088,2,3,0.846,104.09,41,30,0.568,Standard,0.146,151.89
WK346136,4,9,1.0,106.93,81,69,0.665,Basic,0.225,139.51
WK424635,3,9,0.974,108.07,136,67,0.507,Basic,0.176,102.12
WK410727,5,8,1.0,146.43,115,74,0.684,Basic,0.264,174.44
WK525831,4,7,1.0,120.53,199,107,0.675,Standard,0.205,220.6
WK165942,2,10,0.633,92.14,152,95,0.534,Standard,0.108,155.79
WK492648,4,12,1.0,119.83,110,69,0.603,Standard,0.245,51.4
WK341591,5,3,1.0,106.95,194,134,0.69,Basic,0.276,116.34
WK431385,3,1,1.0,100.11,89,44,0.584,Standard,0.176,167.88
WK699871,2,8,0.685,83.5,148,121,0.472,Standard,0.131,227.53
WK416902,3,12,1.0,99.54,113,58,0.575,Standard,0.204,163.52
WK422532,3,8,1.0,103.23,173,155,0.566,Basic,0.175,144.97
WK493610,2,9,0.867,97.42,96,86,0.505,Standard,0.18,169.44
WK813041,3,11,1.0,110.44,79,42,0.614,Basic,0.23,84.34
WK434829,3,3,1.0,79.84,140,107,0.519,Premium,0.225,210.54
WK650201,5,1,1.0,83.41,174,156,0.741,Basic,0.337,103.79
WK879715,3,5,1.0,98.53,97,87,0.584,Basic,0.166,78.44
WK550557,4,5,1.0,88.2,47,40,0.598,Standard,0.3,197.32
WK304271,4,11,1.0,115.76,139,83,0.652,Basic,0.296,77.57
WK803125,2,7,0.981,73.44,37,25,0.463,Standard,0.164,258.68
WK107251,3,4,1.0,101.45,111,97,0.602,Premium,0.156,202.29
WK294757,2,12,0.744,92.07,81,51,0.448,Standard,0.192,49.63
WK940212,1,7,0.313,81.1,70,51,0.45,Basic,0.132,87.96
WK106269,3,3,1.0,99.27,158,104,0.565,Basic,0.174,78.01
WK732784,3,8,1.0,113.6,112,68,0.61,Basic,0.244,140.03
WK298866,2,6,0.872,88.14,41,20,0.54,Standard,0.161,215.02
WK815770,2,5,0.74,92.26,102,91,0.525,Premium,0.14,192.56
WK141857,5,12,1.0,126.53,89,64,0.863,Premium,0.335,367.46
WK900154,4,5,1.0,118.73,181,101,0.61,Standard,0.26,206.38
WK582543,3,8,0.946,104.3,117,64,0.579,Basic,0.243,129.78
WK560635,5,10,1.0,91.52,26,16,0.706,Premium,0.251,512.87
WK660901,2,12,0.878,97.78,114,101,0.573,Standard,0.137,91.47
WK349874,1,11,0.308,88.08,190,135,0.458,Standard,0.143,51.07
WK100139,2,6,0.797,82.31,89,59,0.495,Standard,0.163,167.36
WK937158,4,10,1.0,66.54,163,142,0.653,Basic,0.276,106.78
WK322736,5,2,1.0,125.09,52,30,0.677,Standard,0.318,271.52
WK650786,5,4,1.0,111.12,153,97,0.872,Premium,0.281,343.83
WK606746,1,4,0.427,71.98,21,17,0.389,Premium,0.112,189.27
WK444201,3,9,1.0,92.93,145,76,0.528,Basic,0.219,114.23
WK507900,2,8,0.853,89.87,142,103,0.483,Standard,0.142,217.9
WK823230,1,4,0.559,73.57,27,12,0.364,Standard,0.13,145.32
WK331879,5,1,1.0,90.59,104,71,0.716,Standard,0.278,197.31
WK512454,5,5,1.0,131.06,142,111,0.717,Standard,0.255,202.95
WK293257,3,7,1.0,106.48,116,79,0.562,Standard,0.211,237.9
WK616699,3,7,1.0,94.7,16,9,0.577,Standard,0.195,290.51
WK179096,5,2,1.0,131.88,127,76,0.755,Standard,0.274,160.53
WK521327,2,10,0.616,83.89,58,26,0.493,Basic,0.168,104.27
WK941644,2,10,0.649,87.82,81,59,0.53,Premium,0.121,50.53
WK154903,2,11,0.944,81.69,183,149,0.43,Premium,0.118,156.82
WK428405,3,1,0.917,92.52,125,64,0.564,Premium,0.189,217.16
WK401637,4,11,1.0,91.6,40,19,0.65,Premium,0.216,398.76
WK929513,1,9,0.65,67.57,153,99,0.334,Standard,0.138,111.69
WK620155,2,12,0.644,104.64,143,96,0.568,Standard,0.189,87.99
WK895461,3,9,1.0,111.84,66,60,0.554,Standard,0.217,204.38
WK540661,2,9,0.912,96.17,110,88,0.484,Basic,0.132,105.88
WK550573,1,6,0.639,58.76,62,45,0.457,Basic,0.114,103.67
WK524503,2,6,0.894,96.85,43,34,0.544,Premium,0.165,350.8
WK932422,1,8,0.336,80.4,140,91,0.397,Basic,0.149,74.26
WK864336,4,5,1.0,120.49,35,20,0.706,Basic,0.21,146.75
WK723915,3,12,1.0,96.76,71,59,0.6,Premium,0.24,244.52
WK328158,2,11,0.636,50.59,17,9,0.505,Basic,0.191,99.64
WK979380,2,3,0.621,98.66,23,17,0.524,Basic,0.106,82.17
WK727212,3,5,1.0,117.13,166,94,0.541,Standard,0.163,138.88
WK876043,5,11,1.0,90.21,43,31,0.804,Standard,0.327,52.1
WK395798,5,11,1.0,121.5,169,97,0.624,Standard,0.348,51.22
WK537199,1,5,0.491,60.71,82,48,0.289,Standard,0.08,128.94
WK881505,1,11,0.412,61.96,34,22,0.41,Standard,0.07,114.86
WK206356,3,5,1.0,89.75,161,125,0.542,Basic,0.188,82.19
WK714175,5,4,1.0,125.91,108,63,0.707,Standard,0.318,262.54
WK209397,2,12,0.678,98.85,157,99,0.509,Standard,0.144,104.76
WK455922,5,8,1.0,139.91,17,10,0.699,Basic,0.281,250.72
WK176791,3,11,0.956,111.52,118,68,0.538,Standard,0.176,49.71
WK832966,2,7,0.662,87.8,137,80,0.511,Standard,0.103,159.51
WK656851,3,4,1.0,101.53,49,33,0.548,Basic,0.195,147.4
WK767916,4,3,1.0,119.51,95,82,0.623,Standard,0.225,167.8
WK882786,2,1,0.807,91.58,119,63,0.474,Standard,0.117,96.84
WK638330,2,3,0.926,103.57,42,27,0.513,Basic,0.198,80.69
WK235022,3,5,1.0,100.74,103,81,0.537,Premium,0.197,222.1
WK789191,2,11,0.713,91.68,114,71,0.538,Premium,0.118,181.62
WK647520,4,4,1.0,100.03,58,49,0.571,Basic,0.27,119.6
WK309640,4,11,1.0,116.33,111,63,0.613,Standard,0.273,150.3
WK590249,5,10,1.0,135.45,107,78,0.789,Premium,0.277,374.82
WK889617,4,10,1.0,123.79,60,54,0.616,Standard,0.296,206.31
WK753820,4,6,1.0,110.39,104,72,0.598,Basic,0.3,112.68
WK811218,3,3,0.907,114.6,108,91,0.608,Standard,0.213,151.11
WK999762,3,3,1.0,108.93,148,124,0.552,Basic,0.211,67.07
WK225126,5,11,1.0,146.35,23,17,0.743,Standard,0.294,286.69
WK247543,5,10,1.0,110.62,178,128,0.809,Standard,0.339,209.67
WK107768,1,8,0.616,39.2,185,138,0.495,Standard,0.078,148.44
WK434134,1,3,0.395,59.93,174,133,0.324,Standard,0.061,75.46
WK446600,2,3,0.673,87.49,6,5,0.487,Basic,0.166,78.05
WK888117,3,11,1.0,114.02,136,94,0.583,Premium,0.176,202.49
WK280510,5,4,1.0,124.98,91,63,0.659,Standard,0.311,210.78
WK107181,3,5,1.0,105.55,134,95,0.501,Premium,0.185,286.06
WK925120,1,12,0.345,67.76,167,86,0.409,Basic,0.075,47.51
WK160282,4,6,1.0,120.37,39,25,0.615,Standard,0.294,265.29
WK367758,2,2,0.968,104.88,93,80,0.503,Standard,0.147,114.62
WK369156,1,3,0.424,76.42,82,45,0.394,Basic,0.109,67.6
WK717326,1,6,0.631,84.46,91,54,0.42,Standard,0.059,125.92
WK989223,4,8,1.0,109.91,97,66,0.574,Standard,0.245,282.91
WK546484,2,4,0.855,101.91,91,59,0.554,Premium,0.103,237.86
WK960442,4,10,1.0,112.04,89,54,0.606,Basic,0.237,137.97
WK574622,2,1,0.609,93.38,17,11,0.549,Standard,0.102,166.07
WK752435,1,6,0.498,82.46,14,5,0.499,Premium,0.057,288.63
WK322466,1,1,0.499,73.6,54,48,0.373,Standard,0.116,75.75
WK147418,1,7,0.502,82.84,167,140,0.45,Premium,0.074,193.44
WK871630,3,4,1.0,87.89,147,97,0.585,Premium,0.174,223.13
WK914595,3,8,1.0,109.6,189,95,0.613,Standard,0.165,206.86
WK800420,3,4,1.0,109.51,152,127,0.553,Basic,0.225,73.49
WK963683,5,7,1.0,115.2,83,70,0.69,Standard,0.321,322.14
WK961163,1,12,0.67,88.22,198,126,0.496,Basic,0.052,50.15
WK385984,4,9,1.0,102.4,88,51,0.642,Basic,0.254,146.08
WK480191,1,6,0.69,86.15,178,108,0.502,Basic,0.07,64.79
WK413339,1,11,0.672,90.56,49,39,0.434,Standard,0.09,127.0
WK890113,3,6,1.0,111.91,7,2,0.532,Basic,0.188,154.43
WK634185,2,11,0.814,94.26,36,25,0.571,Premium,0.108,216.87
WK770206,3,2,1.0,86.21,119,73,0.494,Standard,0.247,136.14
WK453141,4,12,1.0,120.58,109,93,0.615,Premium,0.277,313.08
WK553190,4,10,1.0,103.05,152,133,0.593,Standard,0.248,202.72
WK782280,3,3,1.0,98.54,165,102,0.59,Standard,0.157,139.13
WK470959,4,10,1.0,120.3,142,80,0.58,Basic,0.28,103.28
WK393985,2,6,0.819,98.37,145,74,0.512,Premium,0.101,271.17
WK261024,2,11,0.615,94.39,20,12,0.468,Premium,0.182,255.88
WK561392,2,5,0.844,98.01,17,10,0.509,Basic,0.173,107.9
WK582634,4,4,1.0,109.36,37,28,0.646,Standard,0.24,197.74
WK219200,5,9,1.0,127.78,5,2,0.675,Basic,0.349,215.19
WK820094,1,10,0.425,67.48,21,15,0.352,Basic,0.053,91.39
WK625190,5,10,1.0,141.76,197,116,0.715,Premium,0.348,445.01
WK435544,1,5,0.471,80.62,191,157,0.442,Premium,0.053,222.93
WK945132,4,5,1.0,66.8,122,109,0.616,Standard,0.221,196.44
WK778117,1,12,0.451,84.18,8,2,0.456,Basic,0.134,71.95
WK774050,4,7,1.0,121.06,21,9,0.62,Basic,0.3,50.24
WK893503,5,6,1.0,125.27,6,5,0.666,Premium,0.262,577.97
WK603909,1,7,0.338,62.09,49,42,0.333,Standard,0.092,185.73
WK564993,2,5,0.672,103.27,55,24,0.556,Basic,0.14,109.9
WK290624,2,9,0.891,89.72,22,9,0.529,Standard,0.125,257.68
WK951405,5,3,1.0,121.85,30,18,0.772,Standard,0.348,286.75
WK624972,5,3,1.0,137.85,90,59,0.716,Premium,0.339,447.62
WK963322,4,3,1.0,100.38,74,36,0.591,Standard,0.243,180.35
WK534445,5,5,1.0,121.88,121,79,0.672,Standard,0.282,222.4
WK260183,5,4,1.0,92.38,42,29,0.781,Premium,0.274,467.58
WK330753,4,5,1.0,116.31,8,4,0.623,Standard,0.267,254.73
WK707410,4,10,1.0,121.18,173,136,0.685,Standard,0.238,219.14
WK812307,5,2,1.0,114.03,39,22,0.867,Basic,0.288,155.63
WK935270,4,1,1.0,121.89,179,99,0.608,Premium,0.288,237.09
WK849173,4,4,1.0,109.4,38,18,0.625,Premium,0.204,386.95
WK679012,5,4,1.0,84.97,44,38,0.685,Standard,0.275,244.8
WK709143,1,5,0.483,67.49,137,111,0.401,Standard,0.072,117.62
WK929488,5,11,1.0,125.89,198,102,0.713,Premium,0.345,278.63
WK312362,5,8,1.0,86.86,63,44,0.671,Basic,0.299,228.43
WK671102,2,9,0.913,87.2,174,120,0.431,Standard,0.166,166.8
WK885327,5,2,1.0,89.3,135,106,0.696,Standard,0.319,184.65
WK167949,1,8,0.692,67.71,144,124,0.366,Basic,0.135,83.43
WK417194,3,5,0.963,98.43,103,58,0.566,Standard,0.209,209.36
WK966935,2,2,0.724,76.32,189,131,0.491,Premium,0.134,195.16
WK564827,5,4,1.0,113.26,47,25,0.871,Basic,0.311,151.32
WK117714,2,3,0.785,87.95,170,131,0.565,Basic,0.119,67.12
WK722516,2,7,0.642,78.95,91,49,0.47,Premium,0.151,298.64
WK762277,2,1,0.873,88.18,86,59,0.474,Basic,0.163,65.71
WK673761,2,12,0.656,74.83,69,52,0.53,Premium,0.191,183.5
WK778471,2,5,0.829,87.07,33,22,0.477,Premium,0.126,267.52
WK922228,3,8,1.0,107.65,191,124,0.554,Premium,0.246,329.95
WK127842,4,7,1.0,93.87,116,61,0.66,Premium,0.295,400.49
WK897363,1,8,0.681,74.23,151,86,0.363,Standard,0.112,136.45
WK714608,2,6,0.825,99.89,98,79,0.522,Basic,0.126,52.13
WK718114,2,10,0.752,70.86,181,147,0.526,Standard,0.103,141.11
WK342187,5,10,1.0,105.87,140,93,0.755,Basic,0.335,142.38
WK736980,5,8,1.0,67.81,137,110,0.627,Basic,0.255,221.82
WK146387,1,1,0.353,86.49,42,26,0.451,Standard,0.106,83.21
WK744018,4,2,1.0,112.0,126,107,0.591,Basic,0.268,79.4
WK300287,2,9,0.765,93.54,45,42,0.54,Standard,0.112,173.93
WK610487,1,10,0.571,87.72,14,8,0.451,Premium,0.107,50.56
WK980661,3,4,1.0,99.21,110,67,0.551,Premium,0.221,252.34
WK762831,2,7,0.765,98.97,75,34,0.545,Basic,0.107,142.41
WK134324,2,7,0.779,89.99,86,44,0.5,Premium,0.129,365.07
WK747880,4,12,1.0,124.05,72,62,0.623,Premium,0.225,289.54
WK845441,1,12,0.394,63.83,81,43,0.403,Standard,0.112,96.78
WK633830,2,3,0.609,88.95,55,29,0.477,Basic,0.106,68.48
WK426488,1,1,0.5,54.33,81,66,0.313,Premium,0.11,132.87
WK783043,1,9,0.593,66.77,154,111,0.364,Premium,0.119,180.94
WK779662,5,3,1.0,136.16,63,36,0.692,Basic,0.275,143.12
WK661778,5,7,1.0,133.92,23,16,0.658,Premium,0.3,580.19
WK512660,2,1,0.667,97.83,134,93,0.469,Premium,0.119,168.76
WK711088,2,12,0.909,93.15,115,92,0.497,Basic,0.188,51.21
WK663847,1,8,0.576,79.24,33,19,0.439,Standard,0.083,225.6
WK417249,2,5,0.966,82.54,36,21,0.498,Standard,0.18,183.0
WK376199,1,4,0.374,86.8,60,31,0.43,Standard,0.119,108.22
WK898262,1,6,0.574,85.57,156,112,0.435,Standard,0.081,47.86
WK548028,5,7,1.0,114.4,126,112,0.699,Premium,0.324,573.41
WK328515,2,11,0.709,94.05,139,85,0.53,Basic,0.124,61.98
WK895221,5,11,1.0,82.08,117,73,0.688,Standard,0.322,198.35
WK472314,5,4,1.0,140.6,37,29,0.817,Basic,0.312,181.13
WK267947,5,12,1.0,90.35,33,29,0.678,Premium,0.331,371.56
WK344864,3,2,1.0,88.1,96,77,0.567,Standard,0.195,116.46
WK911622,3,2,0.931,82.37,187,135,0.505,Basic,0.243,65.81
WK970177,2,3,0.729,95.8,180,127,0.44,Basic,0.18,62.41
WK794040,3,3,0.971,99.27,160,136,0.571,Basic,0.235,70.44
WK337784,5,10,1.0,109.53,73,49,0.921,Premium,0.322,418.44
WK996046,1,6,0.347,70.06,72,53,0.367,Standard,0.083,115.93
WK366641,1,7,0.627,76.71,164,97,0.465,Standard,0.135,159.83
WK125130,4,5,1.0,96.34,194,173,0.559,Basic,0.264,102.25
WK502968,2,9,0.94,101.15,138,73,0.495,Basic,0.161,84.64
WK862477,2,3,0.651,93.17,95,87,0.519,Basic,0.132,57.54
WK781890,1,3,0.317,81.1,22,14,0.396,Basic,0.057,60.45
WK739379,2,2,0.949,97.09,179,90,0.563,Standard,0.147,104.25
WK739379,1,8,0.525,91.31,179,90,0.464,Standard,0.127,135.82
WK453024,2,11,0.832,104.1,125,74,0.528,Premium,0.152,160.22
WK796678,1,2,0.684,76.03,42,29,0.47,Standard,0.065,107.39
WK400604,3,4,1.0,97.54,27,23,0.501,Standard,0.198,166.58
WK800077,4,5,1.0,94.95,159,122,0.629,Basic,0.216,122.53
WK367539,4,6,1.0,99.66,180,149,0.627,Standard,0.242,193.51
WK401781,3,12,1.0,55.42,56,39,0.591,Basic,0.209,78.97
WK853890,4,4,1.0,117.46,58,28,0.579,Standard,0.268,245.49
WK767861,5,5,1.0,135.61,17,15,0.93,Premium,0.289,498.24
WK545385,4,8,1.0,131.7,118,92,0.688,Basic,0.202,138.89
WK777180,2,11,0.614,91.16,91,74,0.493,Standard,0.199,107.94
WK297769,2,1,0.677,99.82,152,87,0.503,Basic,0.151,67.13
WK728918,3,5,1.0,101.04,157,87,0.609,Premium,0.209,300.13
WK181746,5,7,1.0,113.84,56,40,0.919,Premium,0.28,612.42
WK352193,5,11,1.0,137.44,189,141,1.0,Standard,0.292,194.01
WK990272,3,5,1.0,100.55,10,3,0.544,Premium,0.249,353.01
WK716964,5,5,1.0,110.15,101,61,0.827,Basic,0.261,139.57
WK318897,4,5,1.0,112.89,56,32,0.607,Standard,0.286,246.52
WK611938,5,4,1.0,135.42,82,68,0.711,Basic,0.333,127.73
WK574312,2,9,0.678,96.84,18,12,0.544,Standard,0.193,196.11
WK389488,3,8,1.0,107.13,122,101,0.552,Basic,0.232,118.06
WK746742,3,10,0.968,94.42,182,130,0.497,Standard,0.153,133.88
WK467485,5,8,1.0,112.22,64,40,0.709,Standard,0.332,358.7
WK478007,3,8,1.0,92.35,138,115,0.612,Premium,0.235,313.4
WK495202,1,9,0.344,83.38,21,14,0.468,Basic,0.063,86.25
WK888118,5,4,1.0,84.68,148,129,0.631,Basic,0.292,129.41
WK712951,2,9,0.992,92.06,105,89,0.459,Basic,0.122,111.26
WK764488,5,3,1.0,119.64,74,43,0.674,Premium,0.324,358.13
WK609573,3,11,1.0,98.15,92,79,0.522,Standard,0.249,171.46
WK413136,1,12,0.581,44.48,189,115,0.312,Basic,0.083,50.2
WK931324,3,11,1.0,109.9,146,125,0.567,Standard,0.244,129.54
WK879040,5,7,1.0,143.19,192,112,0.703,Basic,0.304,171.68
WK318403,3,11,0.919,102.01,73,54,0.564,Standard,0.19,133.54
WK368244,4,12,1.0,124.61,119,75,0.619,Standard,0.211,143.8
WK659357,4,9,1.0,120.66,145,124,0.629,Standard,0.224,225.54
WK891704,1,7,0.4,87.0,167,145,0.46,Premium,0.131,230.96
WK478742,3,8,1.0,99.78,15,11,0.541,Basic,0.199,175.78
WK605625,4,8,1.0,121.69,71,45,0.606,Standard,0.293,290.13
WK197302,5,1,1.0,113.83,157,133,0.687,Standard,0.272,179.52
WK589220,2,12,0.637,90.04,73,57,0.475,Standard,0.171,159.1
WK240522,3,2,1.0,97.16,160,128,0.541,Standard,0.233,120.04
WK399279,5,9,1.0,126.22,47,29,0.702,Basic,0.316,236.98
